carat,cut,color,clarity,depth,table,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
0.41,Ideal,D,SI1,61.3,56.0,4.8,4.82,2.95,6.582,4,5,2
0.61,Ideal,I,VS2,62.0,57.0,5.43,5.46,3.37,7.394,4,1,3
0.91,Premium,G,SI2,62.8,59.0,6.14,6.12,3.85,8.022,1,3,0
0.42,Premium,G,VS2,60.6,59.0,4.85,4.78,2.92,6.991,1,3,3
0.54,Ideal,E,SI2,62.1,56.0,5.18,5.22,3.23,7.059,4,6,0
0.5,Very Good,H,SI1,63.5,56.0,5.01,5.04,3.19,6.993,3,2,2
0.7,Very Good,I,VS2,62.8,55.0,5.63,5.67,3.55,7.532,3,1,3
0.34,Ideal,E,VS2,62.1,55.0,4.47,4.49,2.78,6.613,4,6,3
1.01,Very Good,E,VS2,61.6,58.0,6.43,6.49,3.98,8.818,3,6,3
1.0,Ideal,E,VS2,62.5,57.0,6.38,6.45,4.01,8.879,4,6,3
1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,8.748,1,1,3
2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,9.503,1,0,3
0.7,Very Good,I,SI2,62.4,58.0,5.64,5.68,3.53,7.493,3,1,0
1.7,Premium,G,VS2,59.0,58.0,7.85,7.8,4.62,9.677,1,3,3
0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,6.637,3,5,4
2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,9.676,3,1,3
1.1,Ideal,H,VS1,62.3,55.0,6.57,6.61,4.1,8.793,4,2,4
0.57,Ideal,G,VS1,62.0,55.0,5.35,5.29,3.3,7.575,4,3,4
0.42,Ideal,D,VVS1,61.8,55.0,4.85,4.83,2.99,7.391,4,5,6
0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,6.39,4,2,0
0.38,Ideal,F,VS1,62.5,53.8,4.62,4.65,2.89,6.82,4,4,4
1.11,Very Good,I,SI2,61.2,61.0,6.65,6.69,4.08,8.283,3,1,0
0.7,Fair,G,SI1,64.8,59.0,5.65,5.56,3.63,7.609,0,3,2
1.19,Good,J,VS1,63.6,54.0,6.78,6.74,4.3,8.503,2,0,4
0.37,Ideal,F,VS2,60.6,56.0,4.64,4.63,2.81,6.864,4,4,3
0.32,Premium,G,VVS2,60.2,60.0,4.45,4.42,2.67,6.842,1,3,5
0.5,Ideal,D,VVS2,61.4,55.0,5.13,5.16,3.16,7.817,4,5,5
1.03,Very Good,D,SI1,61.2,54.0,6.53,6.61,4.02,8.691,3,5,2
0.4,Ideal,G,VVS1,62.4,54.0,4.74,4.78,2.97,6.95,4,3,6
1.02,Good,H,SI2,63.1,59.0,6.37,6.43,4.04,8.345,2,2,0
1.19,Ideal,G,VVS2,60.7,57.0,6.8,6.85,4.14,9.168,4,3,5
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,8.319,3,2,0
0.78,Very Good,H,SI1,63.1,58.0,5.85,5.88,3.7,7.863,3,2,2
0.41,Ideal,E,VVS2,61.4,57.0,4.79,4.76,2.93,7.125,4,6,5
0.45,Ideal,E,VVS2,61.9,56.0,4.91,4.95,3.05,7.198,4,6,5
0.31,Ideal,H,VS2,62.2,55.0,4.36,4.39,2.72,6.192,4,2,3
0.7,Premium,D,SI1,62.8,60.0,5.68,5.66,3.56,7.931,1,5,2
0.25,Good,E,VVS2,61.2,62.0,4.04,4.07,2.48,6.225,2,6,5
1.02,Ideal,H,SI2,60.5,56.0,6.53,6.57,3.96,8.353,4,2,0
1.25,Very Good,F,SI1,61.4,56.0,6.91,6.94,4.25,8.982,3,4,2
0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,7.393,2,5,3
0.4,Good,G,SI2,63.1,59.0,4.65,4.7,2.95,6.39,2,3,0
0.33,Ideal,G,IF,61.3,57.0,4.46,4.42,2.72,6.958,4,3,7
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,8.295,3,2,0
0.53,Ideal,E,VS1,60.9,57.0,5.25,5.19,3.18,7.51,4,6,4
0.31,Fair,E,SI1,56.9,66.0,4.53,4.47,2.56,6.361,0,6,2
0.4,Premium,D,VS2,62.5,59.0,4.66,4.72,2.93,6.89,1,5,3
0.3,Very Good,D,SI1,61.0,60.0,4.3,4.35,2.64,6.314,3,5,2
0.3,Premium,I,VS1,61.9,59.0,4.31,4.24,2.65,6.267,1,1,4
0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,6.895,2,5,2
0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98,6.551,4,2,2
1.09,Ideal,F,IF,61.6,55.0,6.59,6.65,4.08,9.383,4,4,7
1.31,Ideal,G,VS1,61.6,57.0,6.99,7.04,4.32,9.393,4,3,4
0.34,Ideal,I,SI1,62.3,55.0,4.42,4.47,2.77,6.129,4,1,2
0.4,Very Good,D,VVS2,62.6,55.0,4.7,4.72,2.95,7.063,3,5,5
0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,8.192,2,2,0
1.0,Very Good,F,VVS1,63.0,56.0,6.32,6.37,4.0,8.988,3,4,6
1.2,Ideal,F,VS1,60.7,57.0,6.89,6.85,4.17,9.169,4,4,4
1.51,Ideal,G,VS1,61.7,54.0,7.36,7.41,4.56,9.534,4,3,4
0.31,Ideal,F,VS1,61.2,57.0,4.36,4.39,2.68,6.544,4,4,4
1.27,Ideal,F,SI1,61.8,57.0,6.96,6.89,4.28,8.659,4,4,2
0.5,Very Good,F,VS2,60.6,59.0,5.03,5.13,3.08,7.195,3,4,3
1.01,Premium,F,SI2,62.8,60.0,6.4,6.33,4.0,8.411,1,4,0
0.7,Very Good,I,SI2,61.8,58.0,5.65,5.71,3.51,7.589,3,1,0
0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,7.884,1,5,2
1.11,Premium,G,SI2,61.2,59.0,6.74,6.66,4.1,8.467,1,3,0
2.01,Fair,J,SI1,64.4,61.0,7.74,7.78,5.0,9.325,0,0,2
2.02,Fair,I,SI2,64.5,60.0,7.94,7.82,5.08,9.441,0,1,0
1.01,Ideal,H,SI1,62.1,59.0,6.38,6.43,3.98,8.554,4,2,2
0.4,Ideal,G,VS2,61.2,57.0,4.73,4.78,2.91,6.693,4,3,3
0.42,Ideal,G,IF,60.4,55.0,4.85,4.86,2.93,7.244,4,3,7
0.7,Ideal,F,SI1,62.6,56.0,5.66,5.69,3.55,7.644,4,4,2
0.92,Very Good,J,SI2,58.7,61.0,6.34,6.43,3.75,7.966,3,0,0
0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,6.921,1,6,5
0.52,Good,D,SI2,63.7,55.0,5.1,5.11,3.25,7.093,2,5,0
0.54,Ideal,H,SI2,61.6,56.0,5.25,5.28,3.24,6.978,4,2,0
1.01,Very Good,E,VVS2,63.1,57.0,6.31,6.39,4.01,9.088,3,6,5
1.01,Premium,E,SI2,61.6,56.0,6.45,6.4,3.96,8.466,1,6,0
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,7.92,4,6,0
1.27,Very Good,H,VS1,60.7,54.0,7.01,7.05,4.27,9.016,3,2,4
0.7,Very Good,H,SI1,60.9,59.0,5.72,5.75,3.49,7.729,3,2,2
0.3,Ideal,H,VS2,61.4,56.0,4.33,4.36,2.67,6.439,4,2,3
0.41,Ideal,J,VS2,62.4,55.0,4.75,4.77,2.97,6.418,4,0,3
0.3,Premium,H,SI2,61.9,60.0,4.29,4.27,2.65,6.184,1,2,0
0.34,Ideal,H,IF,61.7,55.0,4.5,4.54,2.79,6.76,4,2,7
0.59,Ideal,E,SI1,62.0,55.0,5.37,5.4,3.34,7.417,4,6,2
0.72,Very Good,G,VS2,62.5,59.0,5.69,5.71,3.56,7.911,3,3,3
0.29,Very Good,D,VVS2,62.9,58.0,4.2,4.29,2.67,6.498,3,5,5
1.39,Very Good,G,SI2,61.5,62.0,7.09,7.16,4.38,8.799,3,3,0
0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,6.385,4,1,2
0.79,Premium,F,VS2,63.0,59.0,5.84,5.8,3.66,7.991,1,4,3
0.51,Ideal,G,VVS2,61.9,55.0,5.14,5.17,3.19,7.563,4,3,5
0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,8.448,3,6,0
0.43,Ideal,E,SI1,62.9,56.0,4.83,4.8,3.03,6.924,4,6,2
0.79,Premium,E,VS2,60.6,53.0,6.04,5.98,3.64,7.964,1,6,3
0.39,Very Good,F,IF,60.8,55.0,4.73,4.77,2.89,7.031,3,4,7
1.2,Good,F,VVS1,63.6,57.0,6.71,6.74,4.28,9.304,2,4,6
0.38,Ideal,F,VVS2,60.9,58.0,4.66,4.7,2.85,6.861,4,4,5
0.26,Very Good,E,VVS1,61.4,58.0,4.12,4.15,2.54,6.392,3,6,6
0.31,Ideal,D,VS2,61.8,57.0,4.36,4.38,2.7,6.599,4,5,3
0.4,Good,I,SI1,63.9,57.0,4.7,4.66,2.99,6.64,2,1,2
0.36,Ideal,D,SI1,61.6,56.0,4.58,4.54,2.81,6.746,4,5,2
1.4,Ideal,F,VVS1,61.9,57.0,7.2,7.14,4.44,9.73,4,4,6
0.43,Very Good,G,VVS1,60.7,57.0,4.87,4.89,2.96,7.041,3,3,6
1.01,Premium,H,SI1,61.8,60.0,6.48,6.43,3.99,8.443,1,2,2
1.0,Ideal,J,SI2,62.1,56.0,6.41,6.34,3.96,8.168,4,0,0
0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,7.454,2,6,3
1.07,Ideal,G,VVS2,62.3,54.0,6.54,6.56,4.08,9.005,4,3,5
0.31,Premium,D,VS2,60.7,59.0,4.38,4.35,2.65,6.848,1,5,3
0.31,Ideal,I,VS1,61.4,55.2,4.32,4.35,2.66,6.24,4,1,4
0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,6.356,2,6,5
1.21,Premium,F,VS2,61.6,58.0,6.88,6.79,4.21,9.066,1,4,3
1.1,Premium,D,SI2,62.4,58.0,6.6,6.57,4.11,8.461,1,5,0
1.14,Very Good,D,SI1,62.7,59.0,6.64,6.67,4.17,8.774,3,5,2
1.5,Very Good,H,SI1,61.6,57.0,7.26,7.35,4.5,9.161,3,2,2
1.66,Ideal,H,VS2,60.1,59.0,7.67,7.64,4.6,9.413,4,2,3
0.51,Very Good,F,VS2,63.1,58.0,5.11,5.09,3.22,7.361,3,4,3
2.57,Premium,E,SI2,61.3,60.0,8.82,8.73,5.38,9.748,1,6,0
0.7,Very Good,F,SI1,60.0,58.0,5.75,5.79,3.46,7.845,3,4,2
0.41,Ideal,D,SI1,61.4,56.0,4.77,4.8,2.94,6.673,4,5,2
1.07,Premium,H,SI1,63.0,57.0,6.55,6.44,4.09,8.606,1,2,2
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,9.212,4,4,4
1.13,Premium,I,VS2,62.4,59.0,6.63,6.58,4.12,8.51,1,1,3
0.39,Ideal,D,VVS2,61.8,57.0,4.67,4.71,2.9,7.116,4,5,5
0.62,Ideal,H,VS2,62.8,57.0,5.43,5.4,3.4,7.41,4,2,3
0.51,Very Good,F,VS2,63.5,56.0,5.09,5.05,3.22,7.361,3,4,3
1.49,Ideal,H,SI1,62.4,56.0,7.28,7.24,4.53,9.12,4,2,2
0.51,Good,E,VS1,61.3,63.0,5.11,5.16,3.15,7.518,2,6,4
0.71,Fair,I,VS2,61.6,67.0,5.76,5.61,3.5,7.518,0,1,3
1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,9.338,4,4,7
0.34,Premium,E,VS2,61.1,60.0,4.48,4.45,2.73,6.863,1,6,3
0.35,Ideal,D,VS2,60.7,56.0,4.6,4.56,2.78,6.969,4,5,3
1.04,Good,I,SI2,59.9,64.0,6.51,6.45,3.88,7.996,2,1,0
1.01,Ideal,D,SI2,61.6,57.0,6.42,6.46,3.97,8.5,4,5,0
1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74,9.767,4,3,3
1.01,Very Good,D,SI2,60.3,57.0,6.51,6.56,3.94,8.431,3,5,0
1.01,Good,D,SI2,64.6,59.0,6.23,6.3,4.05,8.405,2,5,0
0.32,Very Good,E,SI1,62.3,55.0,4.36,4.38,2.72,6.37,3,6,2
0.56,Ideal,G,VVS1,62.3,55.0,5.31,5.25,3.29,7.68,4,3,6
1.01,Premium,G,SI1,62.6,59.0,6.38,6.3,3.97,8.491,1,3,2
1.0,Good,G,SI2,59.7,63.0,6.43,6.5,3.86,8.258,2,3,0
0.3,Good,D,SI1,63.8,57.0,4.27,4.29,2.73,6.314,2,5,2
0.54,Ideal,I,SI1,60.0,59.0,5.29,5.31,3.18,7.065,4,1,2
1.19,Premium,G,SI2,62.4,59.0,6.74,6.71,4.2,8.313,1,3,0
1.12,Very Good,G,SI1,62.5,58.0,6.6,6.64,4.14,8.535,3,3,2
0.5,Premium,F,SI1,62.2,59.0,5.07,5.03,3.14,7.131,1,4,2
0.3,Premium,F,VVS2,61.1,59.0,4.29,4.32,2.63,6.603,1,4,5
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,6.654,1,2,5
1.02,Good,E,I1,63.1,60.0,6.31,6.4,4.01,8.023,2,6,1
1.52,Premium,G,VS2,62.9,60.0,7.31,7.28,4.59,9.405,1,3,3
0.38,Ideal,G,VS2,61.2,55.0,4.69,4.72,2.88,6.657,4,3,3
0.46,Good,E,VVS2,60.7,62.0,4.97,5.01,3.03,7.483,2,6,5
0.3,Ideal,E,SI1,61.9,57.0,4.33,4.29,2.67,6.515,4,6,2
1.54,Premium,I,SI2,61.5,61.0,7.41,7.31,4.53,8.745,1,1,0
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,6.468,3,5,2
1.0,Good,G,VVS2,60.9,56.0,6.49,6.52,3.96,8.922,2,3,5
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,6.653,4,3,5
0.41,Ideal,E,VVS2,61.4,56.0,4.77,4.81,2.94,7.079,4,6,5
1.51,Very Good,I,SI1,62.8,59.0,7.17,7.26,4.53,9.014,3,1,2
0.7,Good,F,SI1,64.3,63.0,5.55,5.58,3.58,7.578,2,4,2
0.5,Very Good,F,SI1,62.3,60.0,5.07,5.11,3.17,7.131,3,4,2
0.4,Ideal,G,VS1,60.7,57.0,4.77,4.78,2.9,6.777,4,3,4
0.9,Very Good,J,SI2,62.3,59.0,6.15,6.18,3.84,7.898,3,0,0
0.8,Premium,D,SI1,62.9,60.0,5.94,5.89,3.72,8.144,1,5,2
0.33,Very Good,H,VS1,59.0,62.0,4.49,4.52,2.66,6.292,3,2,4
0.36,Ideal,D,SI1,62.8,57.0,4.54,4.51,2.84,6.677,4,5,2
1.22,Good,J,VS1,58.5,61.0,6.94,7.0,4.08,8.586,2,0,4
0.35,Ideal,D,VS2,61.9,55.0,4.54,4.5,2.8,6.969,4,5,3
1.71,Ideal,I,SI2,62.1,58.0,7.64,7.56,4.72,9.22,4,1,0
1.54,Ideal,H,SI1,61.1,56.0,7.47,7.42,4.56,9.148,4,2,2
0.5,Good,G,VS2,57.9,61.0,5.2,5.23,3.02,7.182,2,3,3
2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03,9.738,1,6,2
0.3,Good,I,SI1,64.1,57.0,4.3,4.25,2.74,6.227,2,1,2
0.4,Premium,G,VVS2,61.7,59.0,4.73,4.76,2.93,6.89,1,3,5
0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,7.737,4,5,4
0.93,Good,D,SI2,61.4,63.0,6.22,6.26,3.83,8.334,2,5,0
1.64,Very Good,F,SI2,63.2,57.0,7.56,7.47,4.75,9.031,3,4,0
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,9.213,3,6,7
1.05,Ideal,D,SI2,60.2,57.0,6.58,6.65,3.98,8.503,4,5,0
1.08,Very Good,E,SI2,60.2,58.0,6.61,6.68,4.0,8.446,3,6,0
1.31,Premium,H,SI1,62.4,58.0,7.02,6.96,4.36,8.926,1,2,2
1.13,Premium,F,I1,62.3,56.0,6.69,6.61,4.14,8.191,1,4,1
0.32,Ideal,G,VVS1,61.4,57.0,4.42,4.44,2.72,6.702,4,3,6
0.36,Premium,E,VS2,60.3,62.0,4.59,4.56,2.76,6.921,1,6,3
0.34,Very Good,D,SI1,63.1,57.0,4.46,4.44,2.81,6.688,3,5,2
0.41,Ideal,E,VS1,62.1,55.0,4.8,4.77,2.97,7.05,4,6,4
0.31,Ideal,H,VVS2,62.2,57.0,4.36,4.32,2.7,6.687,4,2,5
1.01,Fair,G,SI1,65.3,58.0,6.14,6.2,4.03,8.393,0,3,2
0.51,Premium,E,SI1,62.6,60.0,5.13,5.06,3.2,7.12,1,6,2
0.51,Very Good,E,VS2,63.5,56.0,5.08,5.06,3.22,7.416,3,6,3
1.28,Ideal,J,SI1,61.2,57.0,7.02,6.96,4.28,8.511,4,0,2
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,8.59,4,1,2
1.58,Ideal,H,VVS2,62.0,56.0,7.44,7.49,4.63,9.465,4,2,5
0.91,Ideal,E,SI2,62.6,57.0,6.13,6.18,3.85,8.235,4,6,0
0.33,Ideal,H,VVS1,62.1,55.0,4.46,4.5,2.78,6.593,4,2,6
1.1,Ideal,F,VS1,61.5,56.0,6.63,6.66,4.09,9.177,4,4,4
0.33,Ideal,D,VS1,61.0,56.0,4.47,4.45,2.72,6.982,4,5,4
0.42,Very Good,D,SI2,62.9,55.0,4.78,4.82,3.02,6.486,3,5,0
0.7,Ideal,F,VS1,61.7,55.0,5.72,5.76,3.54,8.056,4,4,4
1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,9.031,1,5,4
0.31,Ideal,H,VS2,62.0,55.0,4.36,4.38,2.71,6.229,4,2,3
1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,8.184,1,2,0
2.0,Premium,H,I1,59.7,62.0,8.19,8.02,4.85,8.755,1,2,1
1.0,Ideal,E,SI1,61.4,57.0,6.43,6.5,3.97,8.622,4,6,2
0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,6.361,1,1,5
0.5,Premium,H,SI1,62.3,59.0,5.02,4.99,3.12,6.998,1,2,2
0.32,Premium,E,VS2,60.5,55.0,4.49,4.43,2.7,6.802,1,6,3
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,9.405,4,2,3
0.9,Good,G,SI2,63.8,59.0,6.05,6.02,3.85,8.085,2,3,0
0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,6.654,4,4,3
2.01,Premium,E,SI2,58.9,60.0,8.24,8.2,4.84,9.751,1,6,0
1.07,Premium,G,SI2,62.2,58.0,6.56,6.49,4.06,8.173,1,3,0
0.91,Very Good,G,VS2,59.5,58.0,6.26,6.34,3.75,8.37,3,3,3
0.25,Ideal,F,SI1,61.5,56.0,4.06,4.09,2.5,6.064,4,4,2
0.38,Ideal,G,SI1,62.4,57.0,4.65,4.62,2.89,6.751,4,3,2
0.58,Ideal,E,SI2,62.4,58.0,5.32,5.35,3.33,7.215,4,6,0
0.7,Ideal,H,VVS1,61.6,57.0,5.69,5.74,3.52,7.947,4,2,6
0.55,Ideal,G,VS1,60.9,55.0,5.34,5.37,3.26,7.596,4,3,4
0.4,Good,G,VS2,59.6,63.0,4.77,4.81,2.85,6.704,2,3,3
2.32,Premium,J,VS2,62.4,57.0,8.48,8.4,5.27,9.744,1,0,3
1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,8.782,3,6,3
1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52,9.218,1,6,0
0.42,Good,D,VS1,57.3,62.0,4.95,5.0,2.85,7.182,2,5,4
0.62,Ideal,H,SI1,61.4,56.0,5.51,5.49,3.38,7.389,4,2,2
0.5,Ideal,I,VS1,61.0,57.0,5.11,5.13,3.12,7.144,4,1,4
1.16,Ideal,F,VS2,61.4,56.0,6.83,6.78,4.18,9.152,4,4,3
1.03,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01,8.503,4,3,2
1.0,Good,E,VVS2,63.5,55.0,6.31,6.36,4.02,9.077,2,6,5
1.52,Premium,H,VS1,61.4,58.0,7.44,7.3,4.55,9.361,1,2,4
2.02,Premium,I,SI2,58.0,58.0,8.34,8.25,4.81,9.482,1,1,0
1.0,Very Good,D,VS2,63.4,59.0,6.35,6.3,4.01,8.55,3,5,3
0.44,Ideal,D,VS1,61.1,56.0,4.91,4.95,3.01,7.119,4,5,4
0.72,Ideal,F,VVS2,60.9,56.0,5.83,5.77,3.53,8.237,4,4,5
0.5,Very Good,G,VS2,62.8,56.0,5.05,5.08,3.18,7.225,3,3,3
0.31,Very Good,H,VVS1,58.5,59.0,4.45,4.5,2.62,6.627,3,2,6
1.13,Ideal,F,SI1,59.7,57.0,6.82,6.79,4.06,8.583,4,4,2
1.5,Ideal,G,VS2,62.6,56.0,7.3,7.26,4.56,9.431,4,3,3
1.08,Ideal,F,VS2,62.5,57.0,6.52,6.57,4.09,8.939,4,4,3
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,7.076,4,6,6
0.3,Very Good,D,SI1,63.0,58.0,4.24,4.27,2.68,6.314,3,5,2
0.52,Premium,G,SI2,62.5,59.0,5.1,5.07,3.18,6.909,1,3,0
0.31,Very Good,H,SI1,62.4,60.0,4.32,4.34,2.7,6.1,3,2,2
0.25,Ideal,G,IF,61.1,57.0,4.06,4.07,2.48,6.366,4,3,7
0.26,Ideal,E,VVS1,61.7,56.0,4.09,4.11,2.53,6.454,4,6,6
0.4,Good,F,SI1,63.6,59.0,4.67,4.64,2.96,6.767,2,4,2
2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,9.818,1,1,3
0.34,Ideal,F,SI1,59.4,57.0,4.58,4.54,2.71,6.446,4,4,2
1.7,Fair,G,VS2,64.5,58.0,7.51,7.43,4.82,9.606,0,3,3
0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,7.166,4,4,6
0.7,Fair,H,VS2,67.8,56.0,5.42,5.38,3.66,7.763,0,2,3
0.65,Premium,F,VS2,59.6,58.0,5.65,5.62,3.36,7.586,1,4,3
1.16,Ideal,I,SI2,62.4,55.0,6.76,6.69,4.2,8.243,4,1,0
0.24,Very Good,E,VVS1,62.7,59.0,3.97,4.0,2.5,6.314,3,6,6
2.17,Good,H,SI2,58.9,62.0,8.48,8.52,5.01,9.683,2,2,0
1.0,Very Good,D,IF,63.3,59.0,6.37,6.33,4.02,9.685,3,5,7
0.25,Very Good,F,VVS2,60.4,59.0,4.09,4.12,2.48,6.354,3,4,5
0.32,Premium,H,VS2,60.5,59.0,4.39,4.43,2.67,6.225,1,2,3
0.26,Very Good,H,VS1,62.9,54.0,4.06,4.08,2.56,6.064,3,2,4
0.34,Premium,F,SI2,60.0,58.0,4.55,4.58,2.74,6.103,1,4,0
0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,7.977,2,6,3
0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,6.127,2,4,6
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,6.623,3,3,5
0.4,Ideal,D,VS1,61.3,54.0,4.76,4.8,2.93,6.959,4,5,4
0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,6.136,3,3,2
1.0,Very Good,F,SI1,63.4,61.0,6.35,6.29,4.01,8.505,3,4,2
1.08,Ideal,D,VS2,61.9,58.0,6.54,6.57,4.06,9.046,4,5,3
0.32,Ideal,G,VS1,61.2,56.0,4.41,4.45,2.71,6.469,4,3,4
1.44,Very Good,D,VS2,63.1,56.0,7.15,7.12,4.5,9.303,3,5,3
0.36,Ideal,H,IF,61.9,57.0,4.55,4.6,2.83,6.853,4,2,7
0.36,Ideal,E,SI1,62.0,57.0,4.53,4.57,2.82,6.447,4,6,2
1.11,Very Good,D,VVS1,62.5,58.0,6.67,6.6,4.15,9.409,3,5,6
0.34,Ideal,H,VS1,62.1,57.0,4.48,4.51,2.79,6.39,4,2,4
0.32,Ideal,G,VVS1,61.1,53.0,4.44,4.4,2.7,6.985,4,3,6
1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8.992,4,0,2
0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21,7.608,4,3,6
1.0,Very Good,F,VS2,63.2,56.0,6.32,6.37,4.01,8.81,3,4,3
0.72,Very Good,G,SI1,63.1,57.0,5.66,5.72,3.59,7.763,3,3,2
0.52,Ideal,H,SI2,60.5,56.0,5.25,5.23,3.17,6.863,4,2,0
0.52,Ideal,I,VS2,61.8,54.0,5.16,5.2,3.2,7.049,4,1,3
1.22,Ideal,F,VS2,61.3,56.0,6.87,6.92,4.23,9.127,4,4,3
0.58,Ideal,F,VS2,60.6,55.0,5.4,5.43,3.28,7.494,4,4,3
0.7,Ideal,J,SI1,62.3,57.0,5.69,5.71,3.55,7.588,4,0,2
1.7,Good,J,VS2,63.6,59.0,7.53,7.48,4.77,9.022,2,0,3
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,6.5,4,2,6
1.03,Ideal,G,VS2,61.6,55.0,6.49,6.54,4.01,8.863,4,3,3
0.9,Ideal,H,SI2,61.8,57.0,6.17,6.19,3.82,8.319,4,2,0
1.0,Fair,I,VS1,64.0,49.0,6.43,6.39,4.1,8.282,0,1,4
1.01,Fair,E,SI2,64.7,55.0,6.37,6.3,4.1,8.323,0,6,0
0.3,Ideal,F,VS2,62.8,56.0,4.31,4.29,2.7,6.654,4,4,3
0.4,Ideal,H,VVS2,62.1,57.0,4.74,4.69,2.93,7.026,4,2,5
1.13,Premium,H,VS1,58.9,58.0,6.81,6.78,4.0,8.7,1,2,4
0.55,Ideal,G,IF,60.6,56.0,5.31,5.33,3.22,7.783,4,3,7
0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76,8.345,3,6,2
0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,6.545,3,4,4
0.4,Premium,D,SI1,60.8,59.0,4.8,4.77,2.91,6.898,1,5,2
0.74,Fair,D,VVS2,65.4,53.0,5.73,5.71,3.74,8.304,0,5,5
0.4,Good,H,SI1,62.0,61.0,4.69,4.73,2.92,6.503,2,2,2
0.38,Ideal,E,VVS2,61.8,56.0,4.67,4.72,2.9,6.853,4,6,5
2.68,Very Good,I,I1,63.5,56.0,8.81,8.77,5.58,9.176,3,1,1
0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06,7.206,4,3,7
2.22,Ideal,J,VS1,61.8,59.0,8.34,8.37,5.16,9.723,4,0,4
0.34,Ideal,D,VS1,60.3,57.0,4.52,4.55,2.73,6.818,4,5,4
0.52,Premium,G,VS1,61.1,58.0,5.19,5.16,3.16,7.504,1,3,4
0.9,Very Good,I,VVS1,61.3,59.0,6.17,6.2,3.79,8.318,3,1,6
1.16,Premium,H,SI1,61.2,58.0,6.76,6.81,4.15,8.604,1,2,2
1.59,Premium,E,SI2,62.3,58.0,7.42,7.37,4.61,8.701,1,6,0
0.33,Ideal,D,VS2,60.7,57.0,4.5,4.46,2.72,6.91,4,5,3
0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,6.671,4,3,6
1.02,Ideal,G,SI2,62.0,55.0,6.4,6.51,4.0,8.382,4,3,0
0.35,Premium,D,VS2,59.7,58.0,4.57,4.61,2.74,6.72,1,5,3
0.9,Premium,E,SI1,62.7,62.0,6.22,6.1,3.85,8.317,1,6,2
2.03,Premium,I,SI1,61.4,58.0,8.13,8.09,4.98,9.66,1,1,2
