carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
0.9,Ideal,G,VS2,60.8,57.0,6.26,6.17,3.78,4,3,3
1.0,Very Good,G,VS2,63.4,57.0,6.31,6.27,3.99,3,3,3
0.92,Very Good,H,VS2,63.4,57.0,6.17,6.11,3.89,3,2,3
1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,3,3,3
1.08,Premium,F,SI1,62.1,58.0,6.61,6.57,4.09,1,4,2
0.25,Ideal,G,VVS2,62.1,56.0,4.02,4.05,2.5,4,3,5
1.56,Premium,H,SI2,58.8,59.0,7.64,7.6,4.48,1,2,0
0.91,Fair,H,SI1,64.4,60.0,6.1,6.07,3.92,0,2,2
0.24,Very Good,E,VVS1,61.5,59.0,3.99,4.01,2.46,3,6,6
0.9,Good,E,SI1,62.4,62.0,6.13,6.17,3.84,2,6,2
1.0,Very Good,E,SI2,62.5,59.0,6.31,6.37,3.96,3,6,0
0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,4,3,4
0.9,Premium,H,SI1,60.0,56.0,6.33,6.27,3.78,1,2,2
0.41,Ideal,E,VS2,61.8,54.0,4.76,4.79,2.95,4,6,3
1.35,Ideal,G,IF,62.2,57.0,7.07,7.11,4.41,4,3,7
0.31,Ideal,H,VVS2,62.6,56.0,4.32,4.37,2.72,4,2,5
1.01,Premium,G,VS2,62.4,59.0,6.45,6.41,4.01,1,3,3
0.51,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,3,6,3
0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,0,3,2
0.52,Premium,F,VVS2,61.8,60.0,5.16,5.13,3.18,1,4,5
0.31,Ideal,G,VS2,60.8,56.0,4.4,4.42,2.68,4,3,3
1.05,Good,H,VS2,63.7,58.0,6.45,6.4,4.09,2,2,3
1.14,Ideal,I,SI1,60.8,58.0,6.71,6.74,4.09,4,1,2
0.33,Very Good,D,VS1,60.1,59.0,4.46,4.49,2.69,3,5,4
1.04,Premium,F,SI1,59.8,59.0,6.61,6.56,3.94,1,4,2
0.24,Premium,D,VVS2,58.8,58.0,4.08,4.05,2.39,1,5,5
1.0,Very Good,G,VS2,63.1,61.0,6.38,6.33,4.01,3,3,3
0.41,Ideal,D,VVS1,62.7,56.0,4.77,4.74,2.98,4,5,6
0.6,Ideal,F,VS1,61.9,55.0,5.4,5.42,3.35,4,4,4
0.52,Ideal,G,VVS1,62.0,55.0,5.15,5.18,3.2,4,3,6
0.41,Very Good,D,SI2,62.3,61.0,4.72,4.75,2.95,3,5,0
0.35,Ideal,F,VS2,62.5,57.0,4.53,4.5,2.82,4,4,3
0.44,Very Good,E,SI1,63.2,53.0,4.87,4.84,3.07,3,6,2
0.91,Very Good,D,VS2,59.6,58.0,6.32,6.34,3.77,3,5,3
0.43,Ideal,H,VVS2,61.3,56.0,4.86,4.9,2.99,4,2,5
1.5,Ideal,F,SI1,62.7,56.0,7.25,7.35,4.58,4,4,2
1.38,Ideal,I,SI2,61.8,57.0,7.14,7.1,4.4,4,1,0
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,4,6,6
0.54,Ideal,H,SI1,62.5,53.0,5.22,5.25,3.27,4,2,2
0.42,Very Good,E,SI2,58.8,60.0,4.86,4.9,2.87,3,6,0
0.35,Ideal,D,VS2,60.5,56.0,4.63,4.6,2.79,4,5,3
0.31,Good,H,SI1,64.0,54.0,4.29,4.31,2.75,2,2,2
0.7,Premium,F,VVS2,62.6,59.0,5.66,5.62,3.53,1,4,5
0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,2,1,3
0.52,Premium,H,SI2,60.9,61.0,5.15,5.1,3.12,1,2,0
0.5,Premium,D,VS2,62.9,61.0,5.03,4.96,3.14,1,5,3
0.7,Fair,F,SI2,64.6,57.0,5.6,5.57,3.61,0,4,0
0.63,Premium,F,SI1,60.9,56.0,5.58,5.56,3.39,1,4,2
0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,4,4,4
1.23,Good,H,SI2,63.8,57.4,6.72,6.78,4.31,2,2,0
2.01,Very Good,I,SI1,63.5,55.0,8.07,8.01,5.11,3,1,2
0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,1,2,4
0.74,Ideal,G,VS1,61.2,56.0,5.83,5.86,3.58,4,3,4
0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,4,2,2
1.5,Premium,H,SI1,62.4,58.0,7.33,7.28,4.56,1,2,2
0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,4,5,4
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4,6,4
0.8,Ideal,D,SI2,61.9,54.0,5.98,5.96,3.7,4,5,0
1.01,Premium,E,SI1,62.8,60.0,6.39,6.38,4.01,1,6,2
0.57,Ideal,H,VS2,61.7,55.0,5.37,5.34,3.3,4,2,3
0.91,Good,G,VS2,63.6,58.0,6.14,6.1,3.89,2,3,3
0.31,Premium,E,VS2,60.5,60.0,4.34,4.39,2.64,1,6,3
0.38,Ideal,E,VVS2,61.9,57.0,4.63,4.65,2.87,4,6,5
0.26,Ideal,F,VS2,62.3,56.0,4.1,4.12,2.56,4,4,3
0.72,Ideal,H,SI1,61.7,54.0,5.77,5.81,3.57,4,2,2
0.93,Premium,G,SI2,61.7,60.0,6.25,6.2,3.84,1,3,0
0.61,Good,G,VS2,59.9,61.0,5.48,5.6,3.32,2,3,3
0.6,Premium,G,SI1,60.8,58.0,5.44,5.39,3.29,1,3,2
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,4,4,3
0.29,Ideal,H,IF,62.1,55.0,4.26,4.29,2.65,4,2,7
0.35,Premium,G,VS1,61.2,58.0,4.54,4.51,2.77,1,3,4
1.15,Very Good,F,SI2,63.1,63.0,6.67,6.57,4.18,3,4,0
0.3,Very Good,J,VS1,61.1,61.0,4.33,4.38,2.66,3,0,4
1.1,Ideal,D,VVS2,61.0,56.0,6.67,6.73,4.09,4,5,5
0.3,Good,D,SI2,60.8,65.0,4.29,4.26,2.6,2,5,0
2.1,Good,I,SI2,62.9,64.0,8.15,8.1,5.11,2,1,0
1.08,Ideal,I,SI1,62.6,53.9,6.51,6.56,4.09,4,1,2
0.7,Very Good,G,IF,63.0,59.0,5.58,5.62,3.53,3,3,7
0.71,Premium,I,VS2,60.0,58.0,5.79,5.85,3.49,1,1,3
0.51,Very Good,F,VS1,62.4,59.0,5.04,5.09,3.16,3,4,4
0.58,Very Good,F,SI1,59.9,58.0,5.35,5.4,3.22,3,4,2
0.41,Very Good,F,SI1,62.9,56.0,4.71,4.73,2.97,3,4,2
1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,4,2,3
0.9,Good,G,VS2,60.4,61.0,6.23,6.32,3.79,2,3,3
0.3,Premium,D,VVS2,62.4,58.0,4.26,4.3,2.67,1,5,5
1.2,Very Good,J,SI2,59.6,62.0,6.9,6.95,4.13,3,0,0
0.24,Premium,H,VVS1,61.2,58.0,4.01,3.96,2.44,1,2,6
0.38,Ideal,F,SI1,62.2,54.0,4.64,4.66,2.89,4,4,2
1.7,Ideal,H,VS2,62.2,57.0,7.67,7.63,4.76,4,2,3
1.14,Premium,F,SI1,61.1,58.0,6.77,6.72,4.12,1,4,2
1.51,Good,E,SI1,60.4,61.0,7.33,7.37,4.44,2,6,2
1.01,Very Good,D,SI1,60.8,57.0,6.58,6.54,3.99,3,5,2
0.77,Fair,I,VS1,65.1,57.0,5.65,5.77,3.72,0,1,4
0.23,Ideal,H,VVS1,61.1,55.0,3.98,4.01,2.44,4,2,6
2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,1,2,0
0.43,Ideal,D,SI1,62.5,55.0,4.8,4.83,3.01,4,5,2
0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3,1,4,3
0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22,1,4,2
2.2,Premium,G,SI1,60.5,55.0,8.49,8.42,5.11,1,3,2
0.73,Fair,F,SI2,53.4,65.0,6.19,6.15,3.3,0,4,0
0.51,Ideal,D,VS1,60.9,57.0,5.2,5.17,3.16,4,5,4
0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,4,4,2
1.5,Ideal,I,I1,61.3,57.0,7.39,7.36,4.52,4,1,1
1.02,Premium,F,VVS1,62.6,59.0,6.41,6.36,4.0,1,4,6
0.3,Ideal,D,VS2,61.8,55.0,4.32,4.36,2.68,4,5,3
0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4,4,4,5
0.88,Premium,D,SI2,60.9,61.0,6.16,6.13,3.74,1,5,0
0.41,Ideal,E,SI2,60.7,57.0,4.81,4.85,2.93,4,6,0
0.51,Ideal,E,SI2,61.3,61.0,5.13,5.15,3.15,4,6,0
1.52,Very Good,H,VS1,63.5,60.0,7.28,7.24,4.61,3,2,4
0.31,Ideal,D,VS2,59.4,57.0,4.45,4.5,2.66,4,5,3
1.07,Premium,E,SI2,60.5,59.0,6.59,6.67,4.01,1,6,0
0.4,Very Good,G,VS2,62.9,56.0,4.69,4.72,2.96,3,3,3
0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,2,4,0
0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81,3,0,3
0.72,Ideal,F,VS1,61.7,57.0,5.74,5.77,3.55,4,4,4
0.71,Premium,E,VS2,59.9,58.0,5.78,5.81,3.47,1,6,3
0.5,Ideal,D,VS2,62.6,56.0,5.08,5.05,3.17,4,5,3
2.02,Very Good,H,SI2,63.1,54.0,8.09,7.99,5.07,3,2,0
1.01,Very Good,D,VS2,59.8,60.0,6.42,6.46,3.85,3,5,3
0.4,Ideal,F,SI1,62.0,54.0,4.76,4.79,2.96,4,4,2
0.44,Very Good,I,VS2,62.5,57.0,4.85,4.88,3.04,3,1,3
0.37,Ideal,G,VS2,60.8,57.0,4.61,4.66,2.82,4,3,3
0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.35,2.68,3,4,6
0.71,Premium,E,SI1,59.1,60.0,5.87,5.84,3.46,1,6,2
0.56,Premium,F,VVS1,61.1,56.0,5.41,5.3,3.27,1,4,6
0.31,Premium,G,SI1,61.8,58.0,4.35,4.32,2.68,1,3,2
0.3,Premium,H,VS2,60.9,61.0,4.3,4.27,2.61,1,2,3
2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25,4,1,0
1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99,3,5,2
0.95,Premium,J,I1,61.7,59.0,6.32,6.26,3.88,1,0,1
0.3,Very Good,D,VVS2,63.2,55.0,4.27,4.3,2.71,3,5,5
1.22,Premium,G,SI2,58.3,61.0,7.0,6.92,4.06,1,3,0
1.45,Fair,F,SI2,64.4,58.0,7.17,7.11,4.59,0,4,0
0.31,Ideal,E,VS1,61.7,53.0,4.36,4.39,2.7,4,6,4
0.53,Ideal,E,VVS1,61.5,54.0,5.23,5.25,3.22,4,6,6
0.52,Ideal,G,VVS2,59.8,57.0,5.26,5.24,3.14,4,3,5
1.1,Ideal,G,VS2,60.2,56.0,6.7,6.74,4.05,4,3,3
0.92,Premium,F,SI2,58.9,59.0,6.38,6.35,3.75,1,4,0
0.42,Good,H,SI1,63.1,57.0,4.76,4.78,3.01,2,2,2
0.33,Premium,G,VS1,60.5,58.0,4.49,4.43,2.7,1,3,4
1.01,Very Good,I,VS2,60.9,59.0,6.42,6.45,3.92,3,1,3
0.7,Ideal,D,VS1,61.7,57.0,5.71,5.74,3.53,4,5,4
0.26,Premium,E,VVS1,62.3,60.0,4.09,4.07,2.54,1,6,6
0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,1,4,0
0.38,Ideal,F,VVS1,61.5,56.0,4.68,4.71,2.88,4,4,6
0.31,Premium,I,VS2,60.7,61.0,4.34,4.32,2.63,1,1,3
0.71,Ideal,E,VVS2,61.7,56.0,5.78,5.8,3.57,4,6,5
1.01,Premium,J,VS2,59.8,61.0,6.47,6.43,3.86,1,0,3
2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,1,2,0
0.7,Premium,E,IF,62.9,59.0,5.66,5.59,3.4,1,6,7
0.6,Ideal,D,SI1,61.1,57.0,5.39,5.51,3.33,4,5,2
0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.31,2.68,4,6,5
0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,3,4,7
0.52,Very Good,G,VS1,59.1,60.0,5.24,5.19,3.08,3,3,4
1.01,Premium,H,SI1,62.4,60.0,6.36,6.33,3.96,1,2,2
1.01,Good,H,SI1,63.4,58.0,6.37,6.41,4.05,2,2,2
0.68,Premium,E,SI1,62.0,59.0,5.67,5.65,3.51,1,6,2
0.32,Very Good,G,SI1,63.5,56.0,4.38,4.35,2.77,3,3,2
1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,4,1,3
0.35,Ideal,E,VS1,62.0,55.0,4.54,4.58,2.82,4,6,4
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3,3,0
1.0,Very Good,F,VS2,63.8,56.9,6.29,6.36,4.04,3,4,3
0.9,Ideal,H,VS2,59.9,57.0,6.27,6.31,3.77,4,2,3
0.79,Very Good,E,SI1,63.2,56.0,5.91,5.83,3.71,3,6,2
0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,4,5,2
1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,4,5,3
0.39,Ideal,G,VS2,62.2,53.9,4.66,4.69,2.9,4,3,3
1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96,4,3,0
1.0,Ideal,E,SI1,62.3,55.0,6.34,6.41,3.97,4,6,2
0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,4,3,4
0.41,Ideal,E,VS1,62.7,55.0,4.72,4.76,2.97,4,6,4
0.9,Very Good,F,VS2,61.8,57.0,6.16,6.23,3.83,3,4,3
1.2,Ideal,G,VVS2,60.9,56.0,6.86,6.91,4.19,4,3,5
0.7,Premium,E,SI1,61.3,58.0,5.71,5.68,3.49,1,6,2
0.39,Very Good,J,VS1,63.1,56.0,4.7,4.62,2.94,3,0,4
0.51,Ideal,F,VS2,60.6,57.0,5.17,5.2,3.14,4,4,3
0.55,Ideal,D,SI2,60.9,57.0,5.26,5.29,3.21,4,5,0
0.5,Very Good,E,SI1,63.3,58.0,5.03,4.99,3.17,3,6,2
0.41,Ideal,F,VS2,61.0,57.0,4.81,4.76,2.92,4,4,3
0.72,Ideal,I,VVS1,61.3,57.0,5.75,5.77,3.53,4,1,6
0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,4,2,6
0.5,Ideal,E,SI1,61.6,57.0,5.08,5.11,3.14,4,6,2
0.32,Ideal,H,VVS2,61.9,53.0,4.42,4.44,2.74,4,2,5
0.59,Good,I,VVS2,57.8,61.0,5.52,5.6,3.21,2,1,5
0.41,Premium,E,VVS2,61.8,59.0,4.74,4.78,2.94,1,6,5
0.41,Ideal,D,SI1,61.9,55.0,4.77,4.8,2.96,4,5,2
0.39,Ideal,E,VVS1,60.4,56.0,4.76,4.78,2.88,4,6,6
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,3,2,2
0.92,Premium,D,SI2,62.4,58.0,6.18,6.19,3.86,1,5,0
1.42,Very Good,I,VS1,60.1,65.0,7.28,7.2,4.35,3,1,4
1.62,Very Good,H,SI1,62.2,58.0,7.46,7.5,4.65,3,2,2
1.27,Ideal,H,VS1,61.4,56.0,6.95,6.97,4.27,4,2,4
0.42,Ideal,G,IF,62.1,56.0,4.8,4.83,2.99,4,3,7
0.58,Ideal,F,VVS2,61.9,56.0,5.35,5.38,3.32,4,4,5
0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1,6,5
0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2,6,2
0.26,Premium,H,VVS2,59.8,61.0,4.18,4.15,2.49,1,2,5
2.11,Ideal,J,VS2,61.2,55.0,8.33,8.3,5.09,4,0,3
0.9,Very Good,E,VS2,59.1,62.0,6.24,6.28,3.7,3,6,3
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,3,1,3
2.0,Premium,E,SI2,58.1,60.0,8.32,8.25,4.81,1,6,0
0.41,Ideal,F,VS1,61.3,57.0,4.79,4.77,2.93,4,4,4
0.44,Ideal,E,VS2,61.5,56.0,4.92,4.9,3.02,4,6,3
0.51,Very Good,E,SI1,62.9,57.0,5.06,5.11,3.2,3,6,2
0.76,Ideal,D,SI1,62.0,57.0,5.88,5.92,3.66,4,5,2
0.31,Ideal,G,IF,61.1,57.0,4.38,4.42,2.68,4,3,7
0.32,Very Good,D,VS2,61.8,57.0,4.35,4.36,2.69,3,5,3
2.54,Very Good,H,SI2,63.5,56.0,8.68,8.65,5.5,3,2,0
0.41,Ideal,F,VVS2,61.7,56.0,4.81,4.78,2.96,4,4,5
0.5,Very Good,F,SI2,62.4,56.0,5.08,5.12,3.18,3,4,0
0.9,Very Good,I,VS2,62.4,58.0,6.12,6.16,3.83,3,1,3
0.94,Ideal,E,SI2,61.6,57.0,6.29,6.31,3.88,4,6,0
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,4,1,0
1.14,Good,I,SI1,63.9,58.0,6.64,6.6,4.23,2,1,2
0.33,Premium,I,VVS1,61.7,61.0,4.45,4.43,2.74,1,1,6
1.2,Ideal,I,IF,61.5,56.0,6.79,6.84,4.19,4,1,7
0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,4,2,4
0.71,Premium,E,VS2,59.9,58.0,5.81,5.78,3.47,1,6,3
1.08,Ideal,E,VVS2,61.8,56.0,6.55,6.59,4.06,4,6,5
1.53,Very Good,H,VS2,60.9,63.0,7.41,7.37,4.5,3,2,3
0.32,Ideal,F,VVS1,62.5,53.0,4.4,4.43,2.76,4,4,6
1.86,Very Good,H,SI1,62.6,58.0,7.77,7.82,4.88,3,2,2
0.7,Ideal,H,SI2,60.6,54.0,5.73,5.65,3.45,4,2,0
1.0,Good,G,VS2,63.6,58.0,6.26,6.35,4.01,2,3,3
0.39,Ideal,H,VS2,62.3,55.0,4.67,4.7,2.92,4,2,3
0.35,Premium,I,SI1,62.5,58.0,4.53,4.49,2.82,1,1,2
0.34,Ideal,E,VS2,62.1,54.1,4.47,4.5,2.78,4,6,3
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,4,6,4
0.54,Ideal,G,VVS1,62.2,56.0,5.22,5.2,3.24,4,3,6
0.9,Premium,E,VS2,62.1,55.0,6.23,6.14,3.84,1,6,3
0.32,Very Good,G,VS2,59.9,59.0,4.46,4.48,2.67,3,3,3
1.01,Premium,G,VS1,59.9,59.0,6.48,6.51,3.89,1,3,4
0.9,Good,D,SI2,62.2,63.0,6.14,6.23,3.85,2,5,0
1.33,Premium,H,SI1,61.9,58.0,7.04,6.98,4.34,1,2,2
0.46,Very Good,D,SI1,62.2,58.0,4.92,4.98,3.08,3,5,2
1.2,Premium,F,SI2,61.9,59.0,6.86,6.74,4.21,1,4,0
0.25,Ideal,F,VS2,62.8,57.0,3.98,4.01,2.51,4,4,3
0.94,Very Good,D,SI2,60.9,62.0,6.22,6.3,3.81,3,5,0
0.4,Premium,H,VS1,62.6,58.0,4.68,4.71,2.94,1,2,4
1.15,Ideal,J,SI1,61.8,57.0,6.73,6.67,4.14,4,0,2
1.23,Ideal,G,VVS2,60.3,57.0,6.98,6.97,4.21,4,3,5
0.53,Very Good,E,SI2,63.2,54.0,5.19,5.16,3.27,3,6,0
0.41,Premium,E,VS1,61.9,59.0,4.8,4.77,2.96,1,6,4
0.9,Premium,H,VS1,62.1,59.0,6.14,6.09,3.8,1,2,4
1.51,Very Good,F,VVS2,61.4,58.0,7.31,7.34,4.5,3,4,5
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,3,4,4
0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72,3,2,6
1.63,Premium,I,VS1,61.1,57.0,7.7,7.58,4.67,1,1,4
0.53,Ideal,H,VS2,61.9,55.2,5.21,5.24,3.24,4,2,3
0.48,Premium,F,SI1,61.1,61.0,5.05,5.0,3.07,1,4,2
1.52,Ideal,G,VS1,61.1,56.0,7.39,7.43,4.53,4,3,4
1.51,Very Good,F,VS2,63.2,56.0,7.22,7.28,4.58,3,4,3
0.52,Ideal,G,VS1,62.7,56.0,5.14,5.16,3.23,4,3,4
0.8,Ideal,G,VVS2,61.4,57.0,5.96,6.0,3.67,4,3,5
0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,4,4,3
1.0,Very Good,E,SI1,63.3,56.0,6.31,6.39,4.02,3,6,2
0.34,Very Good,E,VVS2,61.6,58.0,4.5,4.53,2.78,3,6,5
2.29,Premium,G,SI2,62.4,60.0,8.41,8.36,5.23,1,3,0
1.62,Good,J,SI2,64.2,62.0,7.33,7.41,4.73,2,0,0
0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,3,3,5
0.9,Very Good,G,SI2,63.4,59.0,6.08,6.04,3.84,3,3,0
1.51,Good,H,SI2,63.1,60.0,7.23,7.28,4.58,2,2,0
0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,4,1,2
1.21,Very Good,I,VS1,61.2,58.0,6.85,6.91,4.21,3,1,4
1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,3,3,2
0.92,Premium,D,SI2,59.4,59.0,6.39,6.28,3.76,1,5,0
2.02,Ideal,J,SI1,62.2,57.0,8.06,8.11,5.03,4,0,2
0.7,Good,G,SI1,61.8,62.0,5.68,5.72,3.52,2,3,2
1.07,Premium,H,VS2,58.9,58.0,6.7,6.65,3.93,1,2,3
1.57,Premium,D,SI1,62.2,59.0,7.37,7.45,4.61,1,5,2
1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,4,2,0
0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,3,5,0
1.1,Premium,H,SI1,62.1,58.0,6.61,6.59,4.1,1,2,2
0.71,Very Good,I,SI1,58.9,59.0,5.78,5.84,3.42,3,1,2
0.9,Premium,G,I1,62.3,53.0,6.16,6.12,3.82,1,3,1
1.18,Good,D,SI2,61.7,63.0,6.67,6.72,4.13,2,5,0
0.7,Ideal,E,SI1,61.1,56.0,5.76,5.79,3.53,4,6,2
0.57,Ideal,G,SI1,62.0,55.0,5.35,5.32,3.31,4,3,2
1.03,Ideal,E,VVS2,61.9,57.0,6.46,6.5,4.01,4,6,5
2.51,Very Good,I,SI2,62.3,57.0,8.69,8.76,5.44,3,1,0
0.43,Good,H,VVS1,60.0,61.0,4.91,4.93,2.95,2,2,6
1.51,Ideal,E,SI2,60.5,57.0,7.38,7.42,4.48,4,6,0
0.84,Ideal,I,VS1,61.4,57.0,6.03,6.09,3.72,4,1,4
1.83,Premium,I,VS1,61.9,57.0,7.91,7.85,4.88,1,1,4
0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,1,5,3
0.51,Ideal,E,VS2,61.8,56.0,5.12,5.14,3.17,4,6,3
0.55,Ideal,F,VS1,60.6,56.0,5.33,5.37,3.24,4,4,4
0.73,Ideal,I,VS2,61.7,55.0,5.79,5.82,3.58,4,1,3
0.4,Premium,E,VS1,62.8,59.0,4.67,4.63,2.92,1,6,4
1.21,Very Good,F,VS2,61.6,58.0,6.79,6.88,4.21,3,4,3
1.02,Premium,F,VS2,61.3,58.0,6.54,6.42,3.97,1,4,3
0.72,Premium,J,VVS1,61.4,61.0,5.77,5.7,3.52,1,0,6
1.21,Good,H,SI1,58.2,58.0,6.98,7.01,4.07,2,2,2
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,0,0,3
0.37,Ideal,F,VS1,61.1,57.0,4.65,4.61,2.83,4,4,4
1.01,Very Good,D,VVS2,59.8,57.0,6.49,6.58,3.91,3,5,5
0.73,Very Good,E,VS2,62.9,58.0,5.7,5.75,3.6,3,6,3
0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,2,3,3
1.0,Good,D,I1,57.8,62.0,6.51,6.47,3.75,2,5,1
1.5,Ideal,I,VS2,62.6,55.0,7.39,7.31,4.6,4,1,3
0.4,Ideal,G,VVS1,62.4,57.0,4.78,4.74,2.97,4,3,6
1.5,Ideal,G,SI2,63.0,57.0,7.31,7.2,4.57,4,3,0
1.06,Very Good,H,VS2,62.4,56.0,6.49,6.56,4.07,3,2,3
0.41,Ideal,E,VVS2,61.9,56.0,4.75,4.78,2.95,4,6,5
0.3,Ideal,F,IF,61.7,58.0,4.3,4.32,2.66,4,4,7
0.9,Premium,I,SI1,59.6,60.0,6.37,6.24,3.76,1,1,2
0.31,Ideal,G,VVS2,62.4,56.0,4.36,4.33,2.71,4,3,5
0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,4,4,3
0.31,Ideal,E,VS1,61.8,55.0,4.36,4.38,2.7,4,6,4
0.59,Premium,G,VS1,62.5,53.0,5.46,5.35,3.38,1,3,4
1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99,3,4,0
2.14,Premium,H,SI1,62.3,58.0,8.28,8.22,5.14,1,2,2
0.54,Ideal,F,VS1,61.5,55.0,5.26,5.27,3.24,4,4,4
1.52,Good,J,VS2,63.5,58.0,7.24,7.28,4.61,2,0,3
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,1,3,2
0.35,Ideal,E,SI1,61.2,57.0,4.52,4.56,2.78,4,6,2
2.0,Premium,H,SI1,60.1,61.0,8.13,8.1,4.88,1,2,2
0.5,Good,F,VS2,63.2,58.0,5.0,5.03,3.17,2,4,3
0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,1,1,7
1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,3,3,0
0.31,Very Good,I,VVS2,61.6,59.0,4.31,4.33,2.66,3,1,5
0.3,Premium,F,SI2,62.6,61.0,4.24,4.2,2.64,1,4,0
0.8,Ideal,I,VS2,61.6,58.0,5.99,6.03,3.7,4,1,3
1.51,Fair,D,SI1,64.1,60.0,7.18,7.11,4.58,0,5,2
0.3,Very Good,G,VVS2,63.3,57.0,4.27,4.23,2.69,3,3,5
1.02,Very Good,E,SI1,60.5,63.0,6.54,6.48,3.94,3,6,2
0.74,Very Good,G,SI2,63.3,57.0,5.73,5.7,3.62,3,3,0
1.11,Premium,H,SI2,61.9,59.0,6.6,6.56,4.07,1,2,0
0.52,Ideal,F,SI2,62.1,55.0,5.14,5.17,3.2,4,4,0
1.23,Ideal,H,I1,61.9,61.0,6.85,6.79,4.22,4,2,1
1.37,Premium,H,VS1,60.9,59.0,7.17,7.24,4.39,1,2,4
0.72,Very Good,E,SI1,62.6,59.0,5.66,5.71,3.56,3,6,2
2.01,Premium,G,SI2,59.8,58.0,8.21,8.15,4.89,1,3,0
0.42,Ideal,G,VVS1,62.8,55.0,4.78,4.8,3.01,4,3,6
0.41,Very Good,D,VS2,62.3,58.0,4.75,4.76,2.96,3,5,3
0.39,Very Good,I,VS2,59.6,57.0,4.77,4.82,2.86,3,1,3
0.3,Ideal,E,VS1,62.1,54.2,4.3,4.32,2.68,4,6,4
0.8,Ideal,D,SI2,61.5,58.0,5.97,6.0,3.68,4,5,0
0.65,Premium,E,SI2,61.4,59.0,5.57,5.52,3.41,1,6,0
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4,3,2
0.46,Very Good,G,VS1,62.8,57.0,4.92,4.83,3.06,3,3,4
0.55,Ideal,G,VS2,60.4,56.0,5.38,5.31,3.23,4,3,3
